substance_id	substance_name	num_of_patient_ts	num_of_drug
721	Guaifenesin	0	3
722	Guaifenesin, Theophylline	0	1
723	Haemophilus Type B Conjugate Vaccine (Tetanus Toxoid Conjugate), N. Meningitidis Group C (Strain C11) Polysaccharide (De-O-Acetylated) Conjugated To Tetanus Toxoid	0	1
724	Haemophilus Type B Conjugate Vaccine (Tetanus Toxoid Conjugate), Tetanus Protein	0	1
725	Healing Earth	0	1
726	Heparin Sodium	0	3
727	Heparin Sodium, Zinc Sulphate	0	1
728	Heparin Sodium, Zinc Sulphate Heptahydrate	0	1
729	Hepatitis B Surface Antigen (Rdna), Algeldrate	0	1
730	Hepatitis B Surface Antigen, Algeldrate	0	1
731	Hexylresorcinol	0	1
732	Hexylresorcinol Bp	0	1
733	Histamine Dihydrochloride	0	1
734	Horsetail Herb Powdered	0	2
736	Human Albumin Solution	0	2
738	Human Coagulation Factor Viii	0	6
739	Human Cytomegalovirus Immunoglobulin	0	1
740	Human Normal Immunoglobulin	0	1
741	Human Normal Immunoglobulin, Hyaluronidase (Human Recombinant)	0	1
743	Human Rabies Immunoglobulin	0	1
744	Human Serum Albumin	0	18
745	Humulus Lupulus	0	1
747	Hydrochlorothiazide	0	12
748	Hydrochlorothiazide, Candesartan Cilexetil	0	1
749	Hydrochlorothiazide, Lisinopril	0	4
750	Hydrochlorothiazide, Lisinopril Anhydrous	0	2
751	Hydrochlorothiazide, Losartan	0	3
752	Hydrochlorothiazide, Metoprolol Tartrate Ph. Eur.	0	1
753	Hydrochlorothiazide, Nebivolol	0	1
754	Hydrochlorothiazide, Ramipril	0	1
755	Hydrochlorothiazide, Telmisartan	0	5
756	Hydrocortisone	0	31
757	Hydrocortisone Acetate	0	2
758	Hydrocortisone Acetate, Lidocaine Hydrochloride	0	1
759	Hydrocortisone Acetate, Lidocaine Hydrochloride Monohydrate	0	2
760	Hydrocortisone Acetate, Polymyxin B, Oxytetracycline	0	1
761	Hydrocortisone Butyrate	0	10
762	Hydrocortisone Sodium Succinate	0	1
764	Hydrogen Peroxide Solution (30 Per Cent)	0	1
765	Hydromorphone Hydrochloride	0	8
766	Hydroquinone	0	1
768	Hydroxychloroquine Sulfate	0	1
769	Hydroxyzine	0	1
771	Hyoscine Butylbromide	0	14
772	Hypericum Auro Cultum Rh Dil. D2	0	1
773	Hypericum Perforatum Dil. D30, Hypericum Perforatum Dil. D12, Hypericum Perforatum Dil. D200	0	1
774	Hypericum Perforatum Mother Tincture	0	1
775	Hypericum, Flos, Ol. Sesami Extr. 1:2	0	1
776	Hypromellose	0	1
777	Ibandronic Acid	0	18
778	Ibandronic Acid Monosodium Salt, Monohydrate	0	4
779	Ibuprofen	0	90
781	Ibuprofen Bp	0	3
782	Ibuprofen D,l-Lysinate	0	1
783	Ibuprofen Lysine	0	7
784	Ibuprofen Sodium Dihydrate	0	1
785	Ibuprofen, Levomenthol	0	2
786	Ibuprofen, Paracetamol	0	3
787	Ibuprofen, Sodium Alginate Sulfate	0	1
788	Ifosfamide	0	4
789	Imatinib	0	3
790	Imiquimod	0	1
791	Indapamide, Ramipril	0	1
792	Indapamide, Telmisartan	0	1
793	Indometacin	0	1
794	Influenzinum C9	0	1
795	Insulin Detemir	0	3
796	Insulin Human	0	14
797	Insulin Human (Rdna)	0	24
798	Insulin Lispro	0	8
799	Iodine (123i) Iobenguane	0	2
800	Ioflupane (123i)	0	1
801	Iohexol	0	1
802	Iron	0	6
803	Iron Dextran	0	1
805	Iron(Iii) Ion	0	1
806	Isoflurane	0	1
809	Isopropyl Alcohol, Povidone, Iodinated	0	3
810	Isosorbide Dinitrate	0	1
811	Isosorbide Mononitrate	0	2
814	Ivabradine	0	4
815	Ivosidenib	0	1
816	Kalium Arsenicosum D6	0	1
817	Kalium Bromatum D12	0	1
819	Kalium Iodatum Trit. D6	0	1
820	Kalium Phosphoricum D12	0	1
821	Kaolin, Heavy, Rhubarb Dry Extract, Senna Leaf Powder, Precipitated Sulphur	0	1
822	Ketoconazole	0	3
823	Ketoprofen	0	3
824	Ketorolac Trometamol	0	5
825	Ketotifen Hydrogen Fumarate	0	2
826	L-Methionine	0	1
827	Lachesis Mutus D 10, Vipera Berus D10, Echinacea Dil. D3, Eupatorium Perfoliatum Dil. D3, Echinacea Purpurea Dil D3	0	1
828	Lactic Acid Ph. Eur., 2-Propanol (Ph. Eur.), 1-Propanol	0	1
829	Lactic Acid, Salicylic Acid	0	1
830	Lactose Anhydrous	0	6
831	Lactose Monohydrate	0	4
832	Lactose.	0	7
833	Lactulose	0	2
835	Lamivudine, Doravirine, Tenofovir Disoproxil	0	1
836	Lapatinib	0	1
839	Latanoprost, Timolol	0	1
841	Lauromacrogol 400, Lidocaine Hydrochloride Monohydrate, Chamomile Tincture	0	1
842	Lauromacrogol 400, Matricariae Extractum Spissum, Lidocaine Hydrochloride	0	1
843	Lavandulae Flos	0	1
844	Lavender Oil	0	1
845	Lecanemab	0	2
846	Leflunomide	0	10
847	Lenalidomide	0	46
848	Lenvatinib	0	7
850	Lercanidipine Hydrochloride	0	23
851	Letrozole	0	32
852	Leuprorelin	0	2
853	Leuprorelin Acetate	0	3
854	Levetiracetam	0	46
857	Levobupivacaine Hydrochloride	0	1
858	Levocabastine	0	3
859	Levocabastine Hydrochloride	0	4
860	Levocarnitine	0	2
863	Levodopa, Anhydrous Carbidopa	0	1
864	Levodopa, Carbidopa Monohydrate	0	2
865	Levodropropizine	0	2
866	Levofloxacin	0	38
867	Levofloxacin Hemihydrate	0	13
868	Levoleucovorin Disodium	0	2
869	Levomenthol, Camphor, Racemic, Benzyl Nicotinate, Hydroxyethyl Salicylate	0	1
870	Levomenthol, Camphor, Racemic, Thymol	0	1
871	Levomenthol, Eucalyptus Oil, Niaouli Essential Oil, Benzoin Siam	0	1
872	Levomethadone Hydrochloride	0	6
874	Levonorgestrel, Estradiol Hemihydrate	0	1
875	Levosimendan	0	19
877	Levothyroxine	0	1
879	Levothyroxine Sodium, Hydrate	0	1
880	Lidocaine	0	6
881	Lidocaine Hydrochloride	0	23
882	Lidocaine Hydrochloride Monohydrate	0	7
883	Lidocaine Hydrochloride Monohydrate, Amylmetacresol, 2,4 Dichlorobenzyl Alcohol	0	2
884	Lidocaine Hydrochloride Monohydrate, Lidocaine Hydrochloride	0	1
885	Lidocaine Hydrochloride Monohydrate, Methylprednisolone Acetate	0	2
886	Lidocaine Hydrochloride Pheur, Fluorescein Sodium Ph. Eur	0	1
887	Lidocaine, Prilocaine	0	1
888	Linagliptin	0	34
889	Lincomycin	0	1
890	Linezolid	0	32
892	Liothyronine Hydrochloride	0	1
893	Liothyronine Sodium	0	3
894	Lipoic Acid Trometamol Salt	0	2
896	Liquid Extract Of Ribwort Plantain (1:1), Extraction Solvent: Ethanol 20% M/M	0	1
897	Liquid Paraffin	0	1
898	Liquid Paraffin, Dodecyl-Omega-Hydroxypoly(Oxyethylene)-2, Alpha (Dodecyl, Tetradecyl)-Omega- Hydroxypoly (Oxyethylene)-4,5-Poly(Oxypropylene)-5, (Hexadecyl, Octadecyl)-2-Ethyl Hexanoate-Isopropyl-Myristate	0	1
899	Liraglutide	0	5
900	Lisdexamfetamine Diadipate	0	2
901	Lisdexamfetamine Dibesilate	0	1
902	Lisdexamfetamine Dimesylate	0	10
903	Lisinopril	0	8
904	Lisinopril Anhydrous	0	3
905	Lisinopril Dihydrate	0	6
906	Lisinopril Dihydrate, Hydrochlorothiazide	0	4
907	Lisinopril, Torasemide	0	1
908	Lithium Carbonate	0	2
909	Lithium Gluconate	0	1
910	Live Bcg Bacilli (Bacillus Calmette-Guerin), Brasilian Moreau Substrain	0	1
911	Lobster	0	1
912	Lofepramine	0	1
913	Lomitapide	0	1
914	Lomustine	0	1
915	Loperamide Hydrochloride	0	42
916	Loperamide Hydrochloride Bp	0	1
917	Lopinavir, Ritonavir	0	2
918	Loratadine	0	28
919	Lorazepam	0	18
920	Lorazepam Bp	0	1
921	Lormetazepam	0	7
922	Lornoxicam	0	2
923	Losartan	0	3
924	Losartan Potassium	0	25
925	Losartan Potassium, Hydrochlorothiazide	0	37
926	Losartan Potassium, Losartan	0	1
927	Loteprednol Etabonate	0	1
928	Lovastatin	0	5
929	Loxapine	0	1
930	Lurasidone	0	1
931	Lutetium (177lu) Chloride	0	1
932	Lutropin Alfa	0	1
933	Lycopodium Clavatum D8, Lycopodium Clavatum D1000, Lycopodium Clavatum D200, Lycopodium Clavatum D30, Lycopodium Clavatum D12	0	1
934	Lycopodium Trit. D2, Urtica (Hab 34) ├α (Hab, V. 2a), Berberis Vulgaris Mother Tincture	0	1
935	Lycopus Virginicus Mother Tincture, Euspongia Officinalis Trit. D12, Fucus Vesiculosus Trit. D12	0	1
936	Lymecycline	0	3
937	Lyophilized Bacterial Lysates	0	1
938	Lyophilized Bacterial Lysates Of: Haemophilus Influenzae Streptococcus (Diplococcus) Pneumoniae Klebsiella Pneumoniae And Ozaenae Staphylococcus Aureus Streptococcus Pyogenes And Viridans Moraxella (Branhamella / Neisseria) Catarrhalis	0	1
939	Lysimachia Nummularia, Herba Rec., Glycerol. Extr. 1:2, Solanum Dulcamara, Flos Rec., Glycerol. Extr. 1:2	0	1
940	Lysine Aspirin	0	1
941	Macitentan	0	22
942	Macrogol 3350	0	1
943	Macrogol 4000	0	4
944	Macrosalb (99mtc)	0	3
945	Magaldrate	0	2
946	Magnesium	0	5
947	Magnesium Aspartate Dihydrate, Magnesium Citrate	0	3
948	Magnesium Carbonate Heavy	0	1
949	Magnesium Carbonate Heavy, Calcium Carbonate	0	1
950	Magnesium Carbonate, Light, Magnesium Oxide, Light	0	1
951	Magnesium Carbonicum C5, Calendula Officinalis D3, Euphrasia Officinalis D3	0	1
952	Magnesium Chloratum D6, Colocynthis D 6, Cina D 6, Lac Defloratum D6, Chamomilla D 6	0	1
953	Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate, Sodium Acetate Trihydrate	0	3
954	Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose, Sodium Acetate Trihydrate	0	1
957	Magnesium Citrate	0	2
958	Magnesium Citrate, Magnesium Oxide	0	1
959	Magnesium Hydroxide	0	1
961	Magnesium L-Aspartate Hydrochloride Trihydrate	0	1
962	Magnesium Orotate Dihydrate	0	2
963	Magnesium Oxide	0	1
964	Magnesium Oxide, Heavy, Magnesium Citrate Dibasic	0	1
965	Magnesium Oxide, Heavy, Magnesium Citrate, Pyridoxine Hydrochloride	0	1
966	Magnesium Oxide, Light	0	2
967	Magnesium Phosphate, Dibasic Trihydrate, Magnesium Citrate Dibasic Trihydrate	0	1
969	Magnesium Sulfate	0	1
970	Magnesium Sulfate Heptahydrate	0	5
971	Magnesium, Pyridoxine Hydrochloride	0	1
972	Magnesium, Sodium Ion, Chloride Ion, Hydrogen Phosphate, Hydrogen Carbonate, Potassium Ion	0	5
974	Mandur Bhasma, Capparis Spinosa Cortex, Solanum Nigrum Herb, Terminalia Arjuna Cortex, Achillea Millefolium Seed, Senna Occidentalis Seed, Tamarix Gallica Herb, Chicory Root	0	1
976	Manidipine Dihydrochloride	0	2
977	Mannitol	0	11
978	Maprotiline Hydrochloride	0	3
979	Maraviroc	0	3
981	Marstacimab	0	1
982	Matricariae Flos	0	1
984	Mebendazole	0	1
985	Mebeverine	0	1
987	Mebeverine Hydrochloride Bp	0	1
988	Mecobalamin	0	1
989	Medazepam	0	1
990	Medronic Acid	0	1
991	Medroxyprogesterone Acetate	0	3
993	Megestrol Acetate	0	3
994	Melatonin	0	38
995	Meldonium	0	1
996	Meldonium Dihydrate	0	7
997	Melissa Leaf	0	2
998	Melissa Officinalis Cupro Culta, Herba Rh Dil. D3	0	1
1000	Melissa Officinalis Ex Herba W 5% (Hab, Vs. 12g With Refined Peanut Oil), Origanum Majorana Ex Herba W 5% (Hab, Vs. 12g Mit Raffiniertem Erdnuss├╢l), Caraway Oil, Bitter Fennel Fruit Oil	0	1
1001	Meloxicam	0	14
1002	Meloxicam, Crospovidone	0	1
1003	Melperone Hydrochloride	0	3
1004	Melphalan	0	11
1005	Melphalan Hydrochloride	0	2
1006	Memantine	0	5
1008	Menotrophin	0	2
1009	Menthol, Camphor, Eucalyptus Oil, Turpentine Oil	0	1
1010	Mephenesin, Hydroxyethyl Salicylate, Methyl Nicotinate	0	1
1011	Mepivacaine Hydrochloride	0	1
1012	Mercurius Solubilis Hahnemanni C3, Pulsatilla Pratensis C3, Bryonia C3, Bromum C3, Phytolacca Americana C3, Arisaema Triphyllum C3, Arnica Montana C3, Atropa Bella-Donna C3, Euspongia Officinalis C3	0	2
1013	Mertiatide	0	1
1014	Mesalazine	0	5
1015	Metamizole Sodium	0	2
1016	Metamizole Sodium Monohydrate	0	2
1017	Metamizole Sodium Monohydrate, Thiamine Hydrochloride, Caffeine	0	1
1018	Metformin	0	1
1019	Metformin Hydrochloride	0	46
1020	Metformin Hydrochloride, Dapagliflozin	0	9
1021	Metformin Hydrochloride, Linagliptin	0	4
1022	Metformin Hydrochloride, Sitagliptin	0	9
1023	Metformin Hydrochloride, Sitagliptin Hydrochloride	0	1
1024	Metformin Hydrochloride, Vildagliptin	0	4
1025	Methadone Hydrochloride	0	4
1026	Methadone Hydrochloride Ph. Eur.	0	1
1027	Methenamine Hippurate	0	1
1028	Methocarbamol	0	6
1029	Methocarbamol, Paracetamol	0	1
1030	Methotrexate	0	19
1031	Methotrexate Disodium	0	1
1032	Methoxsalen	0	1
1033	Methyl Parahydroxybenzoate, Cetostearyl Alcohol	0	1
1034	Methyldopa	0	1
1035	Methylergometrine Maleate	0	2
1036	Methylphenidate Hydrochloride	0	26
1037	Methylprednisolone	0	8
1038	Methylprednisolone Aceponate	0	7
1039	Methylprednisolone Acetate	0	3
1040	Methylprednisolone Sodium Succinate	0	1
1041	Methylthioninium Chloride	0	1
1042	Metoclopramide Hydrochloride	0	17
1043	Metoclopramide Hydrochloride Anhydrous	0	1
1044	Metoclopramide Hydrochloride Bp	0	1
1045	Metoclopramide Hydrochloride Monohydrate	0	8
1046	Metoclopramide Hydrochloride Monohydrate, Lysine Aspirin	0	1
1047	Metoprolol Succinate	0	5
1049	Metoprolol Succinate, Hydrochlorothiazide	0	1
1050	Metoprolol Tartrate	0	9
1051	Metoprolol Tartrate, Hydrochlorothiazide	0	1
1052	Metronidazole	0	2
1053	Micafungin	0	1
1054	Miconazole	0	2
1055	Miconazole Nitrate	0	2
1056	Miconazole Nitrate, Benzoyl Peroxide	0	1
1057	Micronised Purified Flavonoic Fraction	0	1
1058	Micronised Purified Flavonoic Fraction, Consisting Of 90% Diosmin And 10% Flavonoids Expressed As Hesperidin	0	2
1060	Midazolam Hydrochloride	0	3
1061	Midazolam Maleate	0	1
1062	Midodrine Hydrochloride	0	3
1063	Mifepristone	0	2
1064	Miglustat	0	5
1065	Milk Thistle Dry Extract, Extraction Solvent: Acetone 95 % (V/V)	0	1
1066	Milk Thistle Dry Extract, Refined And Standardised	0	1
1067	Milk Thistle Fruit	0	1
1068	Milk Thistle Fruit Extract, Bitter Candytuft Fresh Plant Extract, Matricaria Liquid Extract, Menthae Piperitae Folium, Chelidonium Majus, Melissae Folii Dry Aqueous Extract, Glycyrrhiza Glabra Root, Angelica Archangelica Extract, Carvi Extractum Fluidum	0	2
1069	Milrinone	0	6
1070	Minoxidil	0	3
1071	Mirabegron	0	2
1073	Moclobemide	0	1
1074	Mometasone Furoate	0	1
1078	Moxifloxacin	0	1
1079	Mycobacterium Bovis, Danish Strain 1331	0	4
1080	Mycophenolate Sodium	0	1
1081	Mycophenolic Acid	0	2
1083	Myrtecaine, Salicylic Acid, Diethylamine	0	1
1086	Nandrolone Decanoate	0	1
1089	Naproxen Sodium	0	4
1090	Naproxen Sodium, Sumatriptan Succinate	0	1
1092	Natrium Sulfuricum D4, Aranea Diadema D6, Calcium Phosphoricum D12, Ferrum Iodatum D12, Equisetum Hiemale D4, Fumaria Officinalis D4, Geranium Robertianum D4, Juglans Regia Ssp. Regia D3, Levothyroxinum D12, Myosotis Arvensis D3, Nasturtium Officinale D4, Pinus Sylvestris D4, Smilax D6, Teucrium Scorodonia D3, Gentiana Lutea D5, Scrophularia Nodosa D3, Veronica Officinalis D3	0	1
1093	Natrium Sulfuricum D4, Aranea Diadema D6, Calcium Phosphoricum D12, Ferrum Iodatum D12, Equisetum Hiemale D4, Fumaria Officinalis D4, Geranium Robertianum D4, Levothyroxinum D12, Myosotis Arvensis D3, Nasturtium Officinale D4, Pinus Sylvestris D4, Smilax D6, Teucrium Scorodonia D3, Gentiana Lutea D5, Scrophularia Nodosa D3, Veronica Officinalis D3	0	1
1094	Natrium Sulfuricum Dil. D12, Acidum Arsenicosum Dil. D8, Acidum Phosphoricum Dil. D12, Secale Cornutum Dil. D4	0	1
1095	Natrium Tetraboracicum C5, Kalium Bichromicum C5, Acidum Sulfuricum C5	0	1
1096	Nebivolol	0	1
1097	Nebivolol Hydrochloride	0	1
1098	Neomycin Sulfate, Dexamethasone	0	1
1099	Neomycin Sulfate, Polymyxin B Sulfate, Dexamethasone	0	2
1102	Nifedipine	0	3
1103	Nifuratel	0	2
1106	Nintedanib	0	1
1107	Nitrazepam	0	1
1109	Nitrofurantoin	0	1
1111	Nitrous Oxide, Oxygen	0	4
1114	Norethisterone Acetate, Estradiol Hemihydrate	0	1
1115	Nystatin, Nifuratel	0	1
1117	Odevixibat	0	1
1118	Ofloxacin	0	2
1119	Olanzapine	0	3
1120	Olaparib	0	2
1122	Omega-3-Acid Ethyl Esters 90	0	1
1123	Omega-3-Acid Triglycerides, Soya-Bean Oil Refined, Triglycerides, Medium Chain	0	2
1124	Omeprazole	0	5
1126	Omeprazole Sodium	0	1
1127	Oxitriptan	0	1
1128	Oxomemazine	0	1
1129	Oxybuprocaine Hydrochloride	0	1
1131	Oxycodone Hydrochloride	0	1
1133	Oxymetazoline Hydrochloride	0	6
1134	Oxytetracycline Hydrochloride	0	1
1135	Paclitaxel	0	1
1137	Pancreas Powder From Porcine	0	1
1138	Pancuronium Bromide	0	1
1139	Pantoprazole	0	3
1141	Paracetamol	0	22
1142	Paracetamol, Acetylsalicylic Acid	0	1
1143	Paracetamol, Acetylsalicylic Acid, Caffeine	0	6
1144	Paracetamol, Acetylsalicylic Acid, Caffeine Citrate	0	1
1145	Paracetamol, Caffeine	0	7
1146	Paracetamol, Caffeine, Codeine Phosphate Hemihydrate	0	1
1147	Paracetamol, Hyoscine Butylbromide	0	1
1148	Paracetamol, Metoclopramide Hydrochloride Monohydrate	0	1
1149	Paraffin White Soft, Paraffin, Viscous	0	1
1150	Paromomycin Sulfate	0	1
1151	Paroxetine	0	3
1152	Pemetrexed Diacid Monohydrate	0	1
1153	Pentoxifylline	0	2
1154	Peppermint Oil	0	2
1158	Phenazone	0	1
1159	Pheneticillin	0	1
1160	Pheniramine Maleate, Ascorbic Acid, Paracetamol	0	1
1161	Pheniramine Maleate, Phenylephrine Hydrochloride, Paracetamol	0	1
1163	Phenoxybenzamine Hydrochloride	0	1
1164	Phenoxymethylpenicillin Potassium	0	1
1165	Phenprocoumon	0	1
1166	Phenylbutazone, Menthol, Camphor	0	1
1167	Phenylephrine	0	2
1168	Phenylephrine Hydrochloride	0	6
1169	Phenylephrine Hydrochloride, Ascorbic Acid, Paracetamol	0	1
1170	Phenylephrine Hydrochloride, Guaifenesin, Paracetamol	0	4
1172	Phenylephrine Hydrochloride, Ibuprofen Bp	0	1
1174	Phenylephrine Hydrochloride, Paracetamol, Caffeine	0	6
1175	Phleum Pratense (225)	0	1
1176	Phosphorus D5, Aconitum Napellus D4, Bryonia D4	0	1
1177	Phyllostachys E Nodo Ferm 35c Dil. D3 (Hab, Vs. 35c)	0	1
1179	Picrasma Excelsa, Quassia Amara Dil. D 3, Acidum Arsenicosum Dil. D 4, Carbo Vegetabilis Dil. D 10, Veronicastrum Virginicum Dil. D2, Podophyllum Peltatum Dil. D3, Niccolum Metallicum Dil. D10, Phosphorus Dil. D6	0	1
1180	Pipamperone Hydrochloride	0	1
1181	Piperaquine Tetraphosphate Tetrahydrate, Artenimol	0	1
1182	Piracetam	0	1
1184	Piroxicam Betadex	0	2
1185	Pitavastatin	0	2
1186	Placebo	0	1
1187	Plantago Lanceolata Pollen, Depigmented Polymerized Extract	0	1
1188	Polihexanide	0	1
1189	Polygala Senega Extract, Ethylmorphine Hydrochloride, Cocillana Extract	0	1
1190	Polypodium Leucotomos Root	0	1
1191	Polysorbate 60, Benzoic Acid, Cetyl Alcohol, Glyceryl Monostearate, Cetyl Palmitate, Isopropyl Palmitate, Citric Acid, Diammonium Hydrogen Citrate, Water, Purified	0	1
1192	Potassium Canrenoate	0	1
1193	Potassium Chloride Ph. Eur., Sodium Acid Citrate Bp, Glucose Ph. Eur., Sodium Chloride Ph. Eur.	0	1
1194	Potassium Chloride, Sodium Chloride, Glucose Monohydrate	0	1
1195	Potassium Chloride, Sodium Chloride, Glucose, Disodium Hydrogen Citrate	0	1
1196	Potassium Citrate	0	2
1197	Potassium Hydrogen Carbonate, Citric Acid, Sodium Citrate Anhydrous	0	1
1198	Potassium Hydrogen Carbonate, Sodium Alginate	0	1
1199	Povidone, Iodinated	0	14
1200	Povidone, Iodinated Ph. Eur.	0	1
1202	Prasterone	0	1
1203	Prasugrel	0	1
1204	Pravastatin Sodium	0	1
1205	Prazepam	0	1
1207	Prednisolone Sodium Succinate	0	2
1208	Pregabalin	0	4
1209	Primidone	0	1
1210	Procainamide Hydrochloride	0	1
1211	Progesterone	0	6
1212	Progesterone, Estradiol Hemihydrate	0	1
1213	Progesterone, Micronised	0	1
1214	Proguanil Hydrochloride, Atovaquone	0	7
1215	Promethazine	0	1
1217	Promethazine Hydrochloride, Caffeine, Ephedrine Sulfate	0	1
1218	Propiverine Hydrochloride	0	7
1219	Propofol	0	2
1220	Propolis Extract	0	1
1221	Pseudoephedrine Hydrochloride, Acrivastine	0	1
1222	Pseudoephedrine Hydrochloride, Ascorbic Acid, Paracetamol	0	1
1224	Pseudoephedrine Hydrochloride, Paracetamol	0	2
1226	Pulsatilla D6, Belladonna D6, Chamomilla D 6, Ferrum Phosphoricum D6, Hepar Sulfuris D12	0	1
1227	Pyridoxine Hydrochloride	0	1
1228	Pyridoxine Hydrochloride, Magnesium Gluconate Monohydrate	0	1
1229	Pyrimethamine	0	1
1230	Quetiapine	0	6
1231	Racecadotril	0	1
1233	Ramipril	0	2
1234	Ramipril, Amlodipine Besilate	0	1
1235	Ranitidine	0	2
1236	Ranolazine	0	1
1237	Rasburicase	0	1
1238	Refined And Quantified Dry Extract From Ginkgo Leaf (35-67:1), Quantified To 17,6-21,6 Mg Of Flavonoids Expressed As Flavone Glycosides, 2,08-2,56 Mg Of Bilobalide, 2,24-2,72 Mg Of Ginkgolides A, B And C, Extraction Solvent: Acetone 60% (M/M)	0	1
1239	Refined And Standardized Dry Extract Of Milk Thistle Fruit (24-27:1), Extraction Solvent: Acetone And Water (95:5)	0	1
1240	Refined And Standardized Dry Extract Of Milk Thistle Fruit (36-44:1), Extraction Solvent: Ethyl Acetate	0	1
1241	Reserpinum D3, Rauwolfia Serpentina D3, Crataegus D2, Viscum Album D2	0	1
1242	Respiratory Syncytial Virus, Subgroup A, Stabilized Prefusion F Protein 847a, Respiratory Syncytial Virus, Subgroup B, Stabilized Prefusion F Protein 847b	0	1
1243	Retinol	0	1
1244	Retinol Palmitate, Ergocalciferol Ph. Eur., Nicotinamide Bp, Riboflavin Bp, Ascorbic Acid Bp, Thiamine Hydrochloride Bp, Pyridoxine Hydrochloride Bp	0	1
1246	Rheum, Matricaria Recutita, Phytolacca Americana	0	1
1247	Riboflavin Sodium Phosphate Hydrate, Thiamine Hydrochloride, Ascorbic Acid, Ergocalciferol, Dexpanthenol, Nicotinamide, Pyridoxine Hydrochloride, Alfa-Tocopheryl Acetate, Vitamin A Concentrate (Oily Form), Synthetic	0	1
1248	Rilmenidine Dihydrogen Phosphate	0	1
1250	Risedronate Monosodium Hemi-Pentahydrate	0	1
1251	Risedronate Sodium	0	7
1252	Risperidone	0	3
1253	Rituximab	0	1
1255	Rivastigmine	0	3
1256	Rizatriptan Benzoate	0	8
1258	Ropeginterferon Alfa-2b	0	1
1260	Rosuvastatin	0	1
1262	Roxadustat	0	1
1264	Salbutamol	0	7
1265	Salbutamol Sulfate	0	3
1266	Salicylic Acid	0	4
1267	Salicylic Acid, Sodium Iodide	0	1
1268	Sambucus Nigra Flower	0	1
1269	Sarcolacticum Acidum D12, Bryonia D6, Aconitum Napellus D6, Gentiana Lutea D1, Ferrum Phosphoricum D12	0	1
1270	Scopolamine Hydrobromide	0	1
1271	Scrophularia Nodosa ├α, Hydrargyrum Biiodatum D12, Echinacea D3	0	1
1272	Selenium Sulfide	0	1
1273	Serrapeptase	0	1
1274	Sertraline	0	1
1275	Sertraline Hydrochloride	0	1
1276	Sevelamer Carbonate	0	1
1277	Sildenafil	0	2
1278	Silicea C5, Magnesium Carbonicum C5, Calcium Fluoratum C5, Kalium Chloratum C5, Cineraria Maritima C5, Calendula Officinalis D3, Euphrasia Officinalis D3	0	1
1279	Silver Nitrate	0	1
1280	Simeticone	0	3
1281	Simeticone, Aluminium Hydroxide Gel, Dried, Magnesium Hydroxide	0	1
1282	Simeticone, Magnesium Hydroxide, Aluminium Hydroxide	0	1
1283	Simvastatin	0	2
1284	Sirolimus	0	2
1285	Sitagliptin	0	6
1286	Sitagliptin Hydrochloride Monohydrate	0	1
1287	Sodium Benzoate, Amylocaine Hydrochloride	0	1
1288	Sodium Citrate Bp	0	1
1289	Sodium Citrate Bp, Sodium Chloride Bp, Anhydrous Citric Acid Bp, Potassium Chloride Bp, Dextrose Monohydrate Bp	0	1
1290	Sodium Cromoglicate	0	8
1291	Sodium Ferric Gluconate Complex	0	1
1292	Sodium Ferric Gluconate Complex, Calcium Folinate Pentahydrate	0	1
1293	Sodium Fusidate	0	1
1294	Sodium Hyaluronate	0	2
1297	Sodium Hydrogen Carbonate Solution (0.2 M)	0	1
1298	Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, D-Glucose	0	1
1300	Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate	0	3
1301	Sodium Hydrogen Carbonate, Potassium Chloride, Sodium Chloride, Macrogol 3350	0	11
1302	Sodium Hydrogen Carbonate, Sodium Dihydrogen Phosphate	0	5
1303	Sodium Iodide (131i)	0	1
1304	Sodium Lactate Solution, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate	0	2
1306	Sodium Patent Blue V	0	1
1307	Sodium Picosulfate	0	2
1308	Sodium Sulfide Nonahydrate, Saccharomyces Cerevisiae Type D Extract	0	1
1309	Sodium Valproate	0	9
1310	Sodium Zirconium Cyclosilicate	0	1
1311	Solifenacin Succinate	0	2
1312	Somatropin	0	4
1313	Sotalol	0	1
1314	Soya-Bean Oil Refined, Triglycerides, Medium Chain	0	1
1315	Spironolactone	0	1
1317	Streptodornase, Streptokinase	0	1
1319	Sulfadiazine Silver	0	1
1320	Sulfadiazine Silver, Sodium Hyaluronate	0	1
1321	Sulfamethoxazole, Trimethoprim	0	3
1322	Sulpiride	0	1
1324	Sumatriptan	0	5
1325	Suxamethonium Chloride	0	1
1327	Tadalafil	0	2
1328	Tamsulosin Hydrochloride	0	4
1329	Tamsulosin Hydrochloride, Dutasteride	0	1
1330	Tamsulosin Hydrochloride, Solifenacin Succinate	0	1
1331	Tanacetum Parthenium (L.) Schultz Bip.	0	1
1332	Tapentadol	0	1
