dept_name	shift_id	subclass	                                                       required_staff
Endocrinology	563	Administrative staff with role: Human Resources Manager	1
Endocrinology	563	Administrative staff with role: Procurement Officer	1
Endocrinology	563	Doctor with specialty: Endocrinology	1
Endocrinology	563	Doctor with specialty: Gastroenterology	1
Endocrinology	563	Doctor with specialty: Internal Medicine	1
Endocrinology	563	Nurse with rank: Assistant_Nurse	3
Endocrinology	563	Nurse with rank: Senior_Nurse	2
Endocrinology	563	Nurse with rank: Supervisor_Nurse	1
Internal Medicine	564	Administrative staff with role: Secretary	1
Internal Medicine	564	Administrative staff with role: Software Applications Administrator (Software)	1
Internal Medicine	564	Doctor with specialty: Gastroenterology	3
Internal Medicine	564	Nurse with rank: Assistant_Nurse	1
Internal Medicine	564	Nurse with rank: Senior_Nurse	3
Internal Medicine	564	Nurse with rank: Supervisor_Nurse	2
Internal Medicine	565	Administrative staff with role: Accountant	1
Internal Medicine	565	Administrative staff with role: Software Applications Administrator (Software)	1
Internal Medicine	565	Doctor with specialty: Gastroenterology	2
Internal Medicine	565	Doctor with specialty: Nephrology	1
Internal Medicine	565	Nurse with rank: Assistant_Nurse	1
Internal Medicine	565	Nurse with rank: Senior_Nurse	2
Internal Medicine	565	Nurse with rank: Supervisor_Nurse	3
Internal Medicine	566	Administrative staff with role: Accountant	1
Internal Medicine	566	Administrative staff with role: Human Resources Manager	1
Internal Medicine	566	Doctor with specialty: Dermatology	1
Internal Medicine	566	Doctor with specialty: Endocrinology	1
Internal Medicine	566	Doctor with specialty: Nephrology	1
Internal Medicine	566	Nurse with rank: Assistant_Nurse	1
Internal Medicine	566	Nurse with rank: Senior_Nurse	3
Internal Medicine	566	Nurse with rank: Supervisor_Nurse	2
Pediatrics	567	Administrative staff with role: Procurement Officer	2
Pediatrics	567	Doctor with specialty: Pediatrics	1
Pediatrics	567	Nurse with rank: Assistant_Nurse	1
Pediatrics	567	Nurse with rank: Senior_Nurse	2
Pediatrics	567	Nurse with rank: Supervisor_Nurse	3
Pediatrics	568	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Pediatrics	568	Administrative staff with role: Procurement Officer	1
Pediatrics	568	Doctor with specialty: Cardiac Surgery	1
Pediatrics	568	Doctor with specialty: Pediatrics	2
Pediatrics	568	Nurse with rank: Assistant_Nurse	2
Pediatrics	568	Nurse with rank: Senior_Nurse	3
Pediatrics	568	Nurse with rank: Supervisor_Nurse	1
Pediatrics	569	Administrative staff with role: Human Resources Manager	1
Pediatrics	569	Administrative staff with role: Software Applications Administrator (Software)	1
Pediatrics	569	Doctor with specialty: Cardiac Surgery	1
Pediatrics	569	Doctor with specialty: Pediatrics	2
Pediatrics	569	Nurse with rank: Assistant_Nurse	1
Pediatrics	569	Nurse with rank: Senior_Nurse	5
Gastroenterology	570	Administrative staff with role: Accountant	1
Gastroenterology	570	Administrative staff with role: Human Resources Manager	1
Gastroenterology	570	Doctor with specialty: General Surgery	1
Gastroenterology	570	Doctor with specialty: Radiology	1
Gastroenterology	570	Nurse with rank: Assistant_Nurse	2
Gastroenterology	570	Nurse with rank: Senior_Nurse	1
Gastroenterology	570	Nurse with rank: Supervisor_Nurse	3
Gastroenterology	571	Administrative staff with role: Accountant	1
Gastroenterology	571	Administrative staff with role: Human Resources Manager	1
Gastroenterology	571	Doctor with specialty: Gastroenterology	1
Gastroenterology	571	Doctor with specialty: General Surgery	2
Gastroenterology	571	Nurse with rank: Assistant_Nurse	1
Gastroenterology	571	Nurse with rank: Senior_Nurse	4
Gastroenterology	571	Nurse with rank: Supervisor_Nurse	1
Gastroenterology	572	Administrative staff with role: Accountant	1
Gastroenterology	572	Administrative staff with role: Procurement Officer	1
Gastroenterology	572	Doctor with specialty: Gastroenterology	1
Gastroenterology	572	Doctor with specialty: General Surgery	2
Gastroenterology	572	Nurse with rank: Assistant_Nurse	3
Gastroenterology	572	Nurse with rank: Senior_Nurse	3
Cardiology	573	Administrative staff with role: Human Resources Manager	1
Cardiology	573	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Cardiology	573	Doctor with specialty: Cardiac Surgery	2
Cardiology	573	Nurse with rank: Assistant_Nurse	1
Cardiology	573	Nurse with rank: Senior_Nurse	2
Cardiology	573	Nurse with rank: Supervisor_Nurse	3
Cardiology	574	Administrative staff with role: Human Resources Manager	1
Cardiology	574	Administrative staff with role: Secretary	1
Cardiology	574	Doctor with specialty: Cardiac Surgery	1
Cardiology	574	Doctor with specialty: Cardiology	1
Cardiology	574	Doctor with specialty: Vascular Surgery	1
Cardiology	574	Nurse with rank: Assistant_Nurse	3
Cardiology	574	Nurse with rank: Senior_Nurse	1
Cardiology	574	Nurse with rank: Supervisor_Nurse	2
Cardiology	575	Administrative staff with role: Human Resources Manager	1
Cardiology	575	Administrative staff with role: Secretary	1
Cardiology	575	Doctor with specialty: Cardiac Surgery	1
Cardiology	575	Doctor with specialty: Cardiology	1
Cardiology	575	Doctor with specialty: Vascular Surgery	1
Cardiology	575	Nurse with rank: Assistant_Nurse	2
Cardiology	575	Nurse with rank: Senior_Nurse	1
Cardiology	575	Nurse with rank: Supervisor_Nurse	3
Surgical Department	576	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Surgical Department	576	Administrative staff with role: Procurement Officer	1
Surgical Department	576	Doctor with specialty: Ophthalmology	1
Surgical Department	576	Doctor with specialty: Urology	2
Surgical Department	576	Nurse with rank: Assistant_Nurse	1
Surgical Department	576	Nurse with rank: Senior_Nurse	4
Surgical Department	576	Nurse with rank: Supervisor_Nurse	1
Surgical Department	577	Administrative staff with role: Secretary	1
Surgical Department	577	Administrative staff with role: Software Applications Administrator (Software)	1
Surgical Department	577	Doctor with specialty: General Surgery	1
Surgical Department	577	Doctor with specialty: Nephrology	1
Surgical Department	577	Doctor with specialty: Neurosurgery	1
Surgical Department	577	Nurse with rank: Senior_Nurse	1
Surgical Department	577	Nurse with rank: Supervisor_Nurse	5
Surgical Department	578	Administrative staff with role: Secretary	1
Surgical Department	578	Administrative staff with role: Software Applications Administrator (Software)	1
Surgical Department	578	Doctor with specialty: Cardiac Surgery	1
Surgical Department	578	Doctor with specialty: General Surgery	1
Surgical Department	578	Doctor with specialty: Otorhinolaryngology - ENT	1
Surgical Department	578	Nurse with rank: Assistant_Nurse	2
Surgical Department	578	Nurse with rank: Senior_Nurse	1
Surgical Department	578	Nurse with rank: Supervisor_Nurse	3
Neurology	579	Administrative staff with role: Procurement Officer	1
Neurology	579	Administrative staff with role: Software Applications Administrator (Software)	1
Neurology	579	Doctor with specialty: Neurology	1
Neurology	579	Doctor with specialty: Neurosurgery	1
Neurology	579	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	579	Nurse with rank: Assistant_Nurse	2
Neurology	579	Nurse with rank: Senior_Nurse	2
Neurology	579	Nurse with rank: Supervisor_Nurse	2
Neurology	580	Administrative staff with role: Human Resources Manager	1
Neurology	580	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Neurology	580	Doctor with specialty: Neurology	1
Neurology	580	Doctor with specialty: Neurosurgery	1
Neurology	580	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	580	Nurse with rank: Assistant_Nurse	1
Neurology	580	Nurse with rank: Senior_Nurse	3
Neurology	580	Nurse with rank: Supervisor_Nurse	2
Neurology	581	Administrative staff with role: Human Resources Manager	1
Neurology	581	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Neurology	581	Doctor with specialty: Neurology	2
Neurology	581	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	581	Nurse with rank: Assistant_Nurse	2
Neurology	581	Nurse with rank: Senior_Nurse	2
Neurology	581	Nurse with rank: Supervisor_Nurse	2
Emergency Department	582	Administrative staff with role: Secretary	1
Emergency Department	582	Administrative staff with role: Software Applications Administrator (Software)	1
Emergency Department	582	Doctor with specialty: Orthopedics	1
Emergency Department	582	Nurse with rank: Assistant_Nurse	2
Emergency Department	582	Nurse with rank: Senior_Nurse	2
Emergency Department	582	Nurse with rank: Supervisor_Nurse	2
Emergency Department	583	Administrative staff with role: Human Resources Manager	1
Emergency Department	583	Administrative staff with role: Procurement Officer	1
Emergency Department	583	Doctor with specialty: Cardiology	1
Emergency Department	583	Doctor with specialty: Orthopedics	2
Emergency Department	583	Nurse with rank: Assistant_Nurse	2
Emergency Department	583	Nurse with rank: Senior_Nurse	1
Emergency Department	583	Nurse with rank: Supervisor_Nurse	3
Emergency Department	584	Administrative staff with role: Human Resources Manager	2
Emergency Department	584	Doctor with specialty: Cardiology	1
Emergency Department	584	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	1
Emergency Department	584	Doctor with specialty: Orthopedics	1
Emergency Department	584	Nurse with rank: Assistant_Nurse	2
Emergency Department	584	Nurse with rank: Senior_Nurse	4
ICU (Intensive Care Unit)	585	Administrative staff with role: Network and Computer Administrator (Hardware)	1
ICU (Intensive Care Unit)	585	Administrative staff with role: Secretary	1
ICU (Intensive Care Unit)	585	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	585	Nurse with rank: Senior_Nurse	3
ICU (Intensive Care Unit)	585	Nurse with rank: Supervisor_Nurse	3
ICU (Intensive Care Unit)	586	Administrative staff with role: Accountant	1
ICU (Intensive Care Unit)	586	Administrative staff with role: Network and Computer Administrator (Hardware)	1
ICU (Intensive Care Unit)	586	Doctor with specialty: Internal Medicine	1
ICU (Intensive Care Unit)	586	Doctor with specialty: Pulmonology	1
ICU (Intensive Care Unit)	586	Doctor with specialty: Rheumatology	1
ICU (Intensive Care Unit)	586	Nurse with rank: Assistant_Nurse	1
ICU (Intensive Care Unit)	586	Nurse with rank: Senior_Nurse	2
ICU (Intensive Care Unit)	586	Nurse with rank: Supervisor_Nurse	3
ICU (Intensive Care Unit)	587	Administrative staff with role: Secretary	2
ICU (Intensive Care Unit)	587	Doctor with specialty: Internal Medicine	1
ICU (Intensive Care Unit)	587	Doctor with specialty: Pulmonology	2
ICU (Intensive Care Unit)	587	Nurse with rank: Assistant_Nurse	3
ICU (Intensive Care Unit)	587	Nurse with rank: Senior_Nurse	1
ICU (Intensive Care Unit)	587	Nurse with rank: Supervisor_Nurse	2
Orthopedics	588	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	588	Administrative staff with role: Software Applications Administrator (Software)	1
Orthopedics	588	Nurse with rank: Assistant_Nurse	3
Orthopedics	588	Nurse with rank: Senior_Nurse	1
Orthopedics	588	Nurse with rank: Supervisor_Nurse	2
Orthopedics	589	Administrative staff with role: Accountant	1
Orthopedics	589	Administrative staff with role: Software Applications Administrator (Software)	1
Orthopedics	589	Doctor with specialty: Orthopedics	1
Orthopedics	589	Doctor with specialty: Physical Medicine & Rehabilitation	1
Orthopedics	589	Doctor with specialty: Rheumatology	1
Orthopedics	589	Nurse with rank: Assistant_Nurse	3
Orthopedics	589	Nurse with rank: Senior_Nurse	1
Orthopedics	589	Nurse with rank: Supervisor_Nurse	2
Orthopedics	590	Administrative staff with role: Human Resources Manager	1
Orthopedics	590	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	590	Doctor with specialty: Orthopedics	2
Orthopedics	590	Doctor with specialty: Physical Medicine & Rehabilitation	1
Orthopedics	590	Nurse with rank: Assistant_Nurse	3
Orthopedics	590	Nurse with rank: Senior_Nurse	1
Orthopedics	590	Nurse with rank: Supervisor_Nurse	2
OB/GYN	591	Administrative staff with role: Accountant	1
OB/GYN	591	Administrative staff with role: Procurement Officer	1
OB/GYN	591	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	1
OB/GYN	591	Nurse with rank: Assistant_Nurse	3
OB/GYN	591	Nurse with rank: Senior_Nurse	1
OB/GYN	591	Nurse with rank: Supervisor_Nurse	2
OB/GYN	592	Administrative staff with role: Procurement Officer	1
OB/GYN	592	Administrative staff with role: Secretary	1
OB/GYN	592	Doctor with specialty: Neurosurgery	1
OB/GYN	592	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	2
OB/GYN	592	Nurse with rank: Assistant_Nurse	1
OB/GYN	592	Nurse with rank: Senior_Nurse	4
OB/GYN	592	Nurse with rank: Supervisor_Nurse	1
OB/GYN	593	Administrative staff with role: Accountant	1
OB/GYN	593	Administrative staff with role: Secretary	1
OB/GYN	593	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	3
OB/GYN	593	Nurse with rank: Assistant_Nurse	1
OB/GYN	593	Nurse with rank: Senior_Nurse	3
OB/GYN	593	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	594	Administrative staff with role: Human Resources Manager	1
Anesthesiology	594	Administrative staff with role: Secretary	1
Anesthesiology	594	Nurse with rank: Assistant_Nurse	1
Anesthesiology	594	Nurse with rank: Senior_Nurse	3
Anesthesiology	594	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	595	Administrative staff with role: Procurement Officer	1
Anesthesiology	595	Administrative staff with role: Secretary	1
Anesthesiology	595	Doctor with specialty: Anesthesiology	2
Anesthesiology	595	Doctor with specialty: Ophthalmology	1
Anesthesiology	595	Nurse with rank: Assistant_Nurse	3
Anesthesiology	595	Nurse with rank: Senior_Nurse	1
Anesthesiology	595	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	596	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Anesthesiology	596	Administrative staff with role: Procurement Officer	1
Anesthesiology	596	Doctor with specialty: Anesthesiology	2
Anesthesiology	596	Doctor with specialty: Ophthalmology	1
Anesthesiology	596	Nurse with rank: Assistant_Nurse	4
Anesthesiology	596	Nurse with rank: Senior_Nurse	2
Psychiatry	597	Administrative staff with role: Accountant	1
Psychiatry	597	Administrative staff with role: Software Applications Administrator (Software)	1
Psychiatry	597	Doctor with specialty: Psychiatry	1
Psychiatry	597	Nurse with rank: Assistant_Nurse	2
Psychiatry	597	Nurse with rank: Senior_Nurse	2
Psychiatry	597	Nurse with rank: Supervisor_Nurse	2
Psychiatry	598	Administrative staff with role: Accountant	1
Psychiatry	598	Administrative staff with role: Human Resources Manager	1
Psychiatry	598	Doctor with specialty: Cardiac Surgery	1
Psychiatry	598	Doctor with specialty: Psychiatry	2
Psychiatry	598	Nurse with rank: Assistant_Nurse	2
Psychiatry	598	Nurse with rank: Senior_Nurse	2
Psychiatry	598	Nurse with rank: Supervisor_Nurse	2
Psychiatry	599	Administrative staff with role: Accountant	1
Psychiatry	599	Administrative staff with role: Procurement Officer	1
Psychiatry	599	Doctor with specialty: Psychiatry	2
Psychiatry	599	Nurse with rank: Assistant_Nurse	2
Psychiatry	599	Nurse with rank: Senior_Nurse	3
Psychiatry	599	Nurse with rank: Supervisor_Nurse	1
Pulmonology	600	Administrative staff with role: Procurement Officer	1
Pulmonology	600	Administrative staff with role: Software Applications Administrator (Software)	1
Pulmonology	600	Doctor with specialty: Oncology	1
Pulmonology	600	Nurse with rank: Assistant_Nurse	2
Pulmonology	600	Nurse with rank: Supervisor_Nurse	4
Pulmonology	601	Administrative staff with role: Accountant	1
Pulmonology	601	Administrative staff with role: Secretary	1
Pulmonology	601	Doctor with specialty: Pathology	1
Pulmonology	601	Doctor with specialty: Pulmonology	2
Pulmonology	601	Nurse with rank: Assistant_Nurse	1
Pulmonology	601	Nurse with rank: Senior_Nurse	3
Pulmonology	601	Nurse with rank: Supervisor_Nurse	2
Pulmonology	602	Administrative staff with role: Human Resources Manager	1
Pulmonology	602	Administrative staff with role: Secretary	1
Pulmonology	602	Doctor with specialty: Oncology	1
Pulmonology	602	Doctor with specialty: Pathology	1
Pulmonology	602	Doctor with specialty: Pulmonology	1
Pulmonology	602	Nurse with rank: Assistant_Nurse	2
Pulmonology	602	Nurse with rank: Senior_Nurse	3
Pulmonology	602	Nurse with rank: Supervisor_Nurse	1
Biopathology	603	Administrative staff with role: Secretary	1
Biopathology	603	Administrative staff with role: Software Applications Administrator (Software)	1
Biopathology	603	Doctor with specialty: Microbiology	2
Biopathology	603	Doctor with specialty: Neurosurgery	1
Biopathology	603	Nurse with rank: Assistant_Nurse	2
Biopathology	603	Nurse with rank: Senior_Nurse	2
Biopathology	603	Nurse with rank: Supervisor_Nurse	2
Biopathology	604	Administrative staff with role: Procurement Officer	1
Biopathology	604	Administrative staff with role: Software Applications Administrator (Software)	1
Biopathology	604	Doctor with specialty: Microbiology	1
Biopathology	604	Doctor with specialty: Neurosurgery	1
Biopathology	604	Doctor with specialty: Pathology	1
Biopathology	604	Nurse with rank: Assistant_Nurse	2
Biopathology	604	Nurse with rank: Senior_Nurse	1
Biopathology	604	Nurse with rank: Supervisor_Nurse	3
Biopathology	605	Administrative staff with role: Procurement Officer	1
Biopathology	605	Administrative staff with role: Software Applications Administrator (Software)	1
Biopathology	605	Doctor with specialty: Biopathology	2
Biopathology	605	Doctor with specialty: Radiology	1
Biopathology	605	Nurse with rank: Assistant_Nurse	5
Biopathology	605	Nurse with rank: Supervisor_Nurse	1
Endocrinology	606	Administrative staff with role: Accountant	1
Endocrinology	606	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Endocrinology	606	Nurse with rank: Assistant_Nurse	3
Endocrinology	606	Nurse with rank: Senior_Nurse	2
Endocrinology	606	Nurse with rank: Supervisor_Nurse	1
Endocrinology	607	Administrative staff with role: Accountant	1
Endocrinology	607	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Endocrinology	607	Doctor with specialty: Endocrinology	2
Endocrinology	607	Doctor with specialty: Internal Medicine	1
Endocrinology	607	Nurse with rank: Assistant_Nurse	4
Endocrinology	607	Nurse with rank: Senior_Nurse	1
Endocrinology	607	Nurse with rank: Supervisor_Nurse	1
Endocrinology	608	Administrative staff with role: Human Resources Manager	1
Endocrinology	608	Administrative staff with role: Procurement Officer	1
Endocrinology	608	Doctor with specialty: Endocrinology	2
Endocrinology	608	Doctor with specialty: Internal Medicine	1
Endocrinology	608	Nurse with rank: Assistant_Nurse	3
Endocrinology	608	Nurse with rank: Senior_Nurse	2
Endocrinology	608	Nurse with rank: Supervisor_Nurse	1
Internal Medicine	609	Administrative staff with role: Network and Computer Administrator (Hardware)	2
Internal Medicine	609	Doctor with specialty: Dermatology	1
Internal Medicine	609	Doctor with specialty: Gastroenterology	2
Internal Medicine	609	Nurse with rank: Assistant_Nurse	2
Internal Medicine	609	Nurse with rank: Senior_Nurse	2
Internal Medicine	609	Nurse with rank: Supervisor_Nurse	2
Internal Medicine	610	Administrative staff with role: Accountant	1
Internal Medicine	610	Administrative staff with role: Software Applications Administrator (Software)	1
Internal Medicine	610	Doctor with specialty: Gastroenterology	1
Internal Medicine	610	Doctor with specialty: Nephrology	1
Internal Medicine	610	Doctor with specialty: Rheumatology	1
Internal Medicine	610	Nurse with rank: Assistant_Nurse	4
Internal Medicine	610	Nurse with rank: Supervisor_Nurse	2
Internal Medicine	611	Administrative staff with role: Accountant	1
Internal Medicine	611	Administrative staff with role: Secretary	1
Internal Medicine	611	Doctor with specialty: Dermatology	1
Internal Medicine	611	Doctor with specialty: Nephrology	2
Internal Medicine	611	Nurse with rank: Assistant_Nurse	2
Internal Medicine	611	Nurse with rank: Senior_Nurse	3
Internal Medicine	611	Nurse with rank: Supervisor_Nurse	1
Pediatrics	612	Administrative staff with role: Network and Computer Administrator (Hardware)	2
Pediatrics	612	Doctor with specialty: Pediatrics	1
Pediatrics	612	Nurse with rank: Assistant_Nurse	2
Pediatrics	612	Nurse with rank: Senior_Nurse	1
Pediatrics	612	Nurse with rank: Supervisor_Nurse	3
Pediatrics	613	Administrative staff with role: Accountant	1
Pediatrics	613	Administrative staff with role: Procurement Officer	1
Pediatrics	613	Doctor with specialty: Pediatrics	3
Pediatrics	613	Nurse with rank: Senior_Nurse	4
Pediatrics	613	Nurse with rank: Supervisor_Nurse	2
Pediatrics	614	Administrative staff with role: Human Resources Manager	1
Pediatrics	614	Administrative staff with role: Software Applications Administrator (Software)	1
Pediatrics	614	Doctor with specialty: Cardiac Surgery	1
Pediatrics	614	Doctor with specialty: Pediatrics	2
Pediatrics	614	Nurse with rank: Assistant_Nurse	1
Pediatrics	614	Nurse with rank: Senior_Nurse	4
Pediatrics	614	Nurse with rank: Supervisor_Nurse	1
Gastroenterology	615	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Gastroenterology	615	Administrative staff with role: Procurement Officer	1
Gastroenterology	615	Doctor with specialty: Gastroenterology	1
Gastroenterology	615	Nurse with rank: Assistant_Nurse	3
Gastroenterology	615	Nurse with rank: Supervisor_Nurse	3
Gastroenterology	616	Administrative staff with role: Accountant	1
Gastroenterology	616	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Gastroenterology	616	Doctor with specialty: Gastroenterology	1
Gastroenterology	616	Doctor with specialty: General Surgery	1
Gastroenterology	616	Doctor with specialty: Internal Medicine	1
Gastroenterology	616	Nurse with rank: Assistant_Nurse	2
Gastroenterology	616	Nurse with rank: Senior_Nurse	2
Gastroenterology	616	Nurse with rank: Supervisor_Nurse	2
Gastroenterology	617	Administrative staff with role: Accountant	1
Gastroenterology	617	Administrative staff with role: Human Resources Manager	1
Gastroenterology	617	Doctor with specialty: Gastroenterology	2
Gastroenterology	617	Doctor with specialty: General Surgery	1
Gastroenterology	617	Nurse with rank: Assistant_Nurse	1
Gastroenterology	617	Nurse with rank: Senior_Nurse	2
Gastroenterology	617	Nurse with rank: Supervisor_Nurse	3
Cardiology	618	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Cardiology	618	Administrative staff with role: Software Applications Administrator (Software)	1
Cardiology	618	Doctor with specialty: Cardiac Surgery	2
Cardiology	618	Nurse with rank: Assistant_Nurse	2
Cardiology	618	Nurse with rank: Senior_Nurse	1
Cardiology	618	Nurse with rank: Supervisor_Nurse	3
Cardiology	619	Administrative staff with role: Human Resources Manager	2
Cardiology	619	Doctor with specialty: Cardiac Surgery	3
Cardiology	619	Nurse with rank: Assistant_Nurse	3
Cardiology	619	Nurse with rank: Supervisor_Nurse	3
Cardiology	620	Administrative staff with role: Secretary	2
Cardiology	620	Doctor with specialty: Cardiac Surgery	1
Cardiology	620	Doctor with specialty: Cardiology	1
Cardiology	620	Doctor with specialty: Internal Medicine	1
Cardiology	620	Nurse with rank: Assistant_Nurse	1
Cardiology	620	Nurse with rank: Senior_Nurse	2
Cardiology	620	Nurse with rank: Supervisor_Nurse	3
Surgical Department	621	Administrative staff with role: Accountant	1
Surgical Department	621	Administrative staff with role: Procurement Officer	1
Surgical Department	621	Doctor with specialty: Neurosurgery	1
Surgical Department	621	Doctor with specialty: Ophthalmology	1
Surgical Department	621	Doctor with specialty: Urology	1
Surgical Department	621	Nurse with rank: Assistant_Nurse	2
Surgical Department	621	Nurse with rank: Senior_Nurse	1
Surgical Department	621	Nurse with rank: Supervisor_Nurse	3
Surgical Department	622	Administrative staff with role: Procurement Officer	1
Surgical Department	622	Administrative staff with role: Secretary	1
Surgical Department	622	Doctor with specialty: Neurosurgery	2
Surgical Department	622	Doctor with specialty: Otorhinolaryngology - ENT	1
Surgical Department	622	Nurse with rank: Assistant_Nurse	2
Surgical Department	622	Nurse with rank: Senior_Nurse	2
Surgical Department	622	Nurse with rank: Supervisor_Nurse	2
Surgical Department	623	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Surgical Department	623	Administrative staff with role: Secretary	1
Surgical Department	623	Doctor with specialty: Neurosurgery	1
Surgical Department	623	Doctor with specialty: Urology	2
Surgical Department	623	Nurse with rank: Assistant_Nurse	3
Surgical Department	623	Nurse with rank: Senior_Nurse	2
Surgical Department	623	Nurse with rank: Supervisor_Nurse	1
Neurology	624	Administrative staff with role: Human Resources Manager	1
Neurology	624	Administrative staff with role: Procurement Officer	1
Neurology	624	Doctor with specialty: Neurology	1
Neurology	624	Doctor with specialty: Neurosurgery	1
Neurology	624	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	624	Nurse with rank: Assistant_Nurse	3
Neurology	624	Nurse with rank: Senior_Nurse	3
Neurology	625	Administrative staff with role: Procurement Officer	1
Neurology	625	Administrative staff with role: Software Applications Administrator (Software)	1
Neurology	625	Doctor with specialty: Gastroenterology	1
Neurology	625	Doctor with specialty: Neurology	1
Neurology	625	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	625	Nurse with rank: Senior_Nurse	3
Neurology	625	Nurse with rank: Supervisor_Nurse	3
Neurology	626	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Neurology	626	Administrative staff with role: Software Applications Administrator (Software)	1
Neurology	626	Doctor with specialty: Neurology	1
Neurology	626	Doctor with specialty: Neurosurgery	1
Neurology	626	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	626	Nurse with rank: Assistant_Nurse	1
Neurology	626	Nurse with rank: Senior_Nurse	2
Neurology	626	Nurse with rank: Supervisor_Nurse	3
Emergency Department	627	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Emergency Department	627	Administrative staff with role: Software Applications Administrator (Software)	1
Emergency Department	627	Nurse with rank: Assistant_Nurse	3
Emergency Department	627	Nurse with rank: Senior_Nurse	1
Emergency Department	627	Nurse with rank: Supervisor_Nurse	2
Emergency Department	628	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Emergency Department	628	Administrative staff with role: Software Applications Administrator (Software)	1
Emergency Department	628	Doctor with specialty: General Surgery	1
Emergency Department	628	Doctor with specialty: Orthopedics	2
Emergency Department	628	Nurse with rank: Assistant_Nurse	1
Emergency Department	628	Nurse with rank: Senior_Nurse	4
Emergency Department	628	Nurse with rank: Supervisor_Nurse	1
Emergency Department	629	Administrative staff with role: Secretary	1
Emergency Department	629	Administrative staff with role: Software Applications Administrator (Software)	1
Emergency Department	629	Doctor with specialty: General Surgery	1
Emergency Department	629	Doctor with specialty: Orthopedics	2
Emergency Department	629	Nurse with rank: Assistant_Nurse	2
Emergency Department	629	Nurse with rank: Senior_Nurse	3
Emergency Department	629	Nurse with rank: Supervisor_Nurse	1
ICU (Intensive Care Unit)	630	Administrative staff with role: Accountant	1
ICU (Intensive Care Unit)	630	Administrative staff with role: Secretary	1
ICU (Intensive Care Unit)	630	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	630	Doctor with specialty: Rheumatology	1
ICU (Intensive Care Unit)	630	Nurse with rank: Assistant_Nurse	1
ICU (Intensive Care Unit)	630	Nurse with rank: Senior_Nurse	2
ICU (Intensive Care Unit)	630	Nurse with rank: Supervisor_Nurse	3
ICU (Intensive Care Unit)	631	Administrative staff with role: Human Resources Manager	1
ICU (Intensive Care Unit)	631	Administrative staff with role: Secretary	1
ICU (Intensive Care Unit)	631	Doctor with specialty: Cardiology	1
ICU (Intensive Care Unit)	631	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	631	Doctor with specialty: Pulmonology	1
ICU (Intensive Care Unit)	631	Nurse with rank: Senior_Nurse	2
ICU (Intensive Care Unit)	631	Nurse with rank: Supervisor_Nurse	4
ICU (Intensive Care Unit)	632	Administrative staff with role: Network and Computer Administrator (Hardware)	1
ICU (Intensive Care Unit)	632	Administrative staff with role: Secretary	1
ICU (Intensive Care Unit)	632	Doctor with specialty: Pulmonology	2
ICU (Intensive Care Unit)	632	Doctor with specialty: Rheumatology	1
ICU (Intensive Care Unit)	632	Nurse with rank: Assistant_Nurse	1
ICU (Intensive Care Unit)	632	Nurse with rank: Senior_Nurse	3
ICU (Intensive Care Unit)	632	Nurse with rank: Supervisor_Nurse	2
Orthopedics	633	Administrative staff with role: Procurement Officer	1
Orthopedics	633	Administrative staff with role: Secretary	1
Orthopedics	633	Doctor with specialty: Rheumatology	2
Orthopedics	633	Nurse with rank: Assistant_Nurse	2
Orthopedics	633	Nurse with rank: Senior_Nurse	3
Orthopedics	633	Nurse with rank: Supervisor_Nurse	1
Orthopedics	634	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	634	Administrative staff with role: Secretary	1
